dt,AverageTemperature,City
1875-02-01,24.944,Lagos
1875-02-01,16.625,Nairobi
1875-02-01,26.434,Bangkok
1875-02-01,-5.367,Toronto
1875-03-01,10.64,Rome
1875-03-01,8.524,Paris
1875-03-01,5.624,London
1875-03-01,3.944,Berlin
1875-03-01,10.287,Madrid
1875-03-01,-4.892,Moscow
1875-03-01,9.3,Istanbul
1875-03-01,19.577,Cairo
1875-03-01,25.789,Mumbai
1875-03-01,5.132,Beijing
1875-03-01,10.71,Tokyo
1875-03-01,5.685,New York
1875-03-01,3.055,Chicago
1875-03-01,14.519,Los Angeles
1875-03-01,21.862,Sydney
1875-03-01,19.206,Buenos Aires
1875-03-01,27.236,Lagos
1875-03-01,17.349,Nairobi
1875-03-01,27.319,Bangkok
1875-03-01,1.749,Toronto
1875-04-01,13.792,Rome
1875-04-01,10.424,Paris
1875-04-01,9.905,London
1875-04-01,7.667,Berlin
1875-04-01,14.114,Madrid
1875-04-01,4.003,Moscow
1875-04-01,,Istanbul
1875-04-01,,Cairo
1875-04-01,27.143,Mumbai
1875-04-01,11.335,Beijing
1875-04-01,16.585,Tokyo
1875-04-01,11.02,New York
1875-04-01,9.804,Chicago
1875-04-01,,Los Angeles
1875-04-01,17.784,Sydney
1875-04-01,17.804,Buenos Aires
1875-04-01,25.702,Lagos
1875-04-01,18.153,Nairobi
1875-04-01,27.31,Bangkok
1875-04-01,7.669,Toronto
1875-05-01,20.24,Rome
1875-05-01,15.569,Paris
1875-05-01,13.086,London
1875-05-01,12.345,Berlin
1875-05-01,20.314,Madrid
1875-05-01,12.608,Moscow
1875-05-01,17.998,Istanbul
1875-05-01,25.952,Cairo
1875-05-01,28.221,Mumbai
1875-05-01,17.772,Beijing
1875-05-01,19.551,Tokyo
1875-05-01,19.27,New York
1875-05-01,16.989,Chicago
1875-05-01,20.085,Los Angeles
1875-05-01,13.416,Sydney
1875-05-01,13.959,Buenos Aires
1875-05-01,27.939,Lagos
1875-05-01,19.022,Nairobi
1875-05-01,30.221,Bangkok
1875-05-01,14.901,Toronto
1875-06-01,24.086,Rome
1875-06-01,18.944,Paris
1875-06-01,16.72,London
1875-06-01,17.973,Berlin
1875-06-01,24.223,Madrid
1875-06-01,17.033,Moscow
1875-06-01,20.841,Istanbul
1875-06-01,27.125,Cairo
1875-06-01,30.789,Mumbai
1875-06-01,23.574,Beijing
1875-06-01,23.131,Tokyo
1875-06-01,23.416,New York
1875-06-01,22.152,Chicago
1875-06-01,22.684,Los Angeles
1875-06-01,11.023,Sydney
1875-06-01,10.614,Buenos Aires
1875-06-01,28.105,Lagos
1875-06-01,21.552,Nairobi
1875-06-01,29.226,Bangkok
1875-06-01,21.863,Toronto
1875-07-01,24.3,Rome
1875-07-01,19.918,Paris
1875-07-01,18.65,London
1875-07-01,18.802,Berlin
1875-07-01,26.35,Madrid
1875-07-01,18.885,Moscow
1875-07-01,21.175,Istanbul
1875-07-01,28.816,Cairo
1875-07-01,29.463,Mumbai
1875-07-01,25.164,Beijing
1875-07-01,24.822,Tokyo
1875-07-01,25.236,New York
1875-07-01,23.762,Chicago
1875-07-01,22.954,Los Angeles
1875-07-01,9.728,Sydney
1875-07-01,11.806,Buenos Aires
1875-07-01,29.096,Lagos
1875-07-01,20.385,Nairobi
1875-07-01,30.793,Bangkok
1875-07-01,22.085,Toronto
1875-08-01,22.695,Rome
1875-08-01,19.362,Paris
1875-08-01,17.048,London
1875-08-01,,Berlin
1875-08-01,23.232,Madrid
1875-08-01,16.497,Moscow
1875-08-01,21.289,Istanbul
1875-08-01,28.307,Cairo
1875-08-01,29.488,Mumbai
1875-08-01,23.085,Beijing
1875-08-01,25.17,Tokyo
1875-08-01,23.419,New York
1875-08-01,21.585,Chicago
1875-08-01,21.072,Los Angeles
1875-08-01,12.303,Sydney
1875-08-01,12.183,Buenos Aires
1875-08-01,,Lagos
1875-08-01,19.64,Nairobi
1875-08-01,30.485,Bangkok
1875-08-01,21.329,Toronto
1875-09-01,20.669,Rome
1875-09-01,16.076,Paris
1875-09-01,12.604,London
1875-09-01,14.839,Berlin
1875-09-01,20.526,Madrid
1875-09-01,12.087,Moscow
1875-09-01,18.977,Istanbul
1875-09-01,25.219,Cairo
1875-09-01,27.33,Mumbai
1875-09-01,19.356,Beijing
1875-09-01,20.879,Tokyo
1875-09-01,19.889,New York
1875-09-01,17.961,Chicago
1875-09-01,20.119,Los Angeles
1875-09-01,,Sydney
1875-09-01,13.51,Buenos Aires
1875-09-01,28.668,Lagos
1875-09-01,21.033,Nairobi
1875-09-01,30.448,Bangkok
1875-09-01,16.36,Toronto
1875-10-01,16.284,Rome
1875-10-01,11.43,Paris
1875-10-01,9.473,London
1875-10-01,8.701,Berlin
1875-10-01,16.101,Madrid
1875-10-01,4.886,Moscow
1875-10-01,14.205,Istanbul
1875-10-01,21.872,Cairo
1875-10-01,27.055,Mumbai
1875-10-01,12.091,Beijing
1875-10-01,14.854,Tokyo
1875-10-01,13.001,New York
1875-10-01,9.657,Chicago
1875-10-01,17.873,Los Angeles
1875-10-01,19.072,Sydney
1875-10-01,16.897,Buenos Aires
1875-10-01,26.058,Lagos
1875-10-01,17.697,Nairobi
1875-10-01,26.896,Bangkok
1875-10-01,6.804,Toronto
1875-11-01,10.615,Rome
1875-11-01,6.076,Paris
1875-11-01,7.938,London
1875-11-01,5.35,Berlin
1875-11-01,10.4,Madrid
1875-11-01,-2.927,Moscow
1875-11-01,9.995,Istanbul
1875-11-01,18.78,Cairo
1875-11-01,24.574,Mumbai
1875-11-01,4.473,Beijing
1875-11-01,10.352,Tokyo
1875-11-01,6.753,New York
1875-11-01,3.047,Chicago
1875-11-01,16.482,Los Angeles
1875-11-01,,Sydney
1875-11-01,20.424,Buenos Aires
1875-11-01,25.305,Lagos
1875-11-01,17.076,Nairobi
1875-11-01,27.282,Bangkok
1875-11-01,0.95,Toronto
1875-12-01,8.84,Rome
1875-12-01,5.069,Paris
1875-12-01,3.935,London
1875-12-01,0.785,Berlin
1875-12-01,6.664,Madrid
1875-12-01,-9.529,Moscow
1875-12-01,5.262,Istanbul
1875-12-01,15.861,Cairo
1875-12-01,25.213,Mumbai
1875-12-01,-1.463,Beijing
1875-12-01,5.618,Tokyo
1875-12-01,1.619,New York
1875-12-01,-2.483,Chicago
1875-12-01,13.946,Los Angeles
1875-12-01,23.97,Sydney
1875-12-01,24.17,Buenos Aires
1875-12-01,23.922,Lagos
1875-12-01,17.104,Nairobi
1875-12-01,26.662,Bangkok
1875-12-01,-4.795,Toronto
1876-01-01,7.296,Rome
1876-01-01,3.307,Paris
1876-01-01,2.532,London
1876-01-01,-1.426,Berlin
1876-01-01,5.329,Madrid
1876-01-01,-10.527,Moscow
1876-01-01,5.862,Istanbul
1876-01-01,13.802,Cairo
1876-01-01,23.01,Mumbai
1876-01-01,-1.759,Beijing
1876-01-01,4.588,Tokyo
1876-01-01,0.441,New York
1876-01-01,-3.352,Chicago
1876-01-01,14.103,Los Angeles
1876-01-01,26.127,Sydney
1876-01-01,24.17,Buenos Aires
1876-01-01,25.033,Lagos
1876-01-01,16.776,Nairobi
1876-01-01,26.167,Bangkok
1876-01-01,-6.517,Toronto
1876-02-01,7.899,Rome
1876-02-01,2.661,Paris
1876-02-01,1.552,London
1876-02-01,0.873,Berlin
1876-02-01,6.452,Madrid
1876-02-01,-10.561,Moscow
1876-02-01,7.257,Istanbul
1876-02-01,15.817,Cairo
1876-02-01,23.471,Mumbai
1876-02-01,0.434,Beijing
1876-02-01,5.888,Tokyo
1876-02-01,2.828,New York
1876-02-01,-2.968,Chicago
1876-02-01,13.903,Los Angeles
1876-02-01,,Sydney
1876-02-01,22.679,Buenos Aires
1876-02-01,25.047,Lagos
1876-02-01,16.03,Nairobi
1876-02-01,25.699,Bangkok
1876-02-01,-5.193,Toronto
1876-03-01,11.471,Rome
1876-03-01,6.269,Paris
1876-03-01,7.012,London
1876-03-01,5.098,Berlin
1876-03-01,9.352,Madrid
1876-03-01,-3.906,Moscow
1876-03-01,,Istanbul
1876-03-01,18.474,Cairo
1876-03-01,25.457,Mumbai
1876-03-01,5.104,Beijing
1876-03-01,10.025,Tokyo
1876-03-01,7.667,New York
1876-03-01,2.278,Chicago
1876-03-01,14.448,Los Angeles
1876-03-01,20.245,Sydney
1876-03-01,20.597,Buenos Aires
1876-03-01,25.749,Lagos
1876-03-01,18.017,Nairobi
1876-03-01,25.895,Bangkok
1876-03-01,0.49,Toronto
1876-04-01,14.873,Rome
1876-04-01,11.048,Paris
1876-04-01,10.314,London
1876-04-01,9.349,Berlin
1876-04-01,14.551,Madrid
1876-04-01,3.607,Moscow
1876-04-01,13.893,Istanbul
1876-04-01,21.693,Cairo
1876-04-01,26.989,Mumbai
1876-04-01,11.49,Beijing
1876-04-01,16.015,Tokyo
1876-04-01,12.618,New York
1876-04-01,9.811,Chicago
1876-04-01,16.703,Los Angeles
1876-04-01,17.576,Sydney
1876-04-01,16.023,Buenos Aires
1876-04-01,24.978,Lagos
1876-04-01,17.984,Nairobi
1876-04-01,26.858,Bangkok
1876-04-01,8.559,Toronto
1876-05-01,,Rome
1876-05-01,15.486,Paris
1876-05-01,14.189,London
1876-05-01,12.662,Berlin
1876-05-01,20.008,Madrid
1876-05-01,11.516,Moscow
1876-05-01,18.638,Istanbul
1876-05-01,26.317,Cairo
1876-05-01,28.435,Mumbai
1876-05-01,18.922,Beijing
1876-05-01,19.968,Tokyo
1876-05-01,18.64,New York
1876-05-01,17.49,Chicago
1876-05-01,20.444,Los Angeles
1876-05-01,13.955,Sydney
1876-05-01,13.334,Buenos Aires
1876-05-01,28.336,Lagos
1876-05-01,19.132,Nairobi
1876-05-01,30.529,Bangkok
1876-05-01,15.343,Toronto
1876-06-01,23.088,Rome
1876-06-01,19.435,Paris
1876-06-01,17.152,London
1876-06-01,18.236,Berlin
1876-06-01,21.881,Madrid
1876-06-01,19.359,Moscow
1876-06-01,20.268,Istanbul
1876-06-01,27.689,Cairo
1876-06-01,,Mumbai
1876-06-01,23.522,Beijing
1876-06-01,23.926,Tokyo
1876-06-01,23.36,New York
1876-06-01,23.309,Chicago
1876-06-01,21.331,Los Angeles
1876-06-01,11.186,Sydney
1876-06-01,12.576,Buenos Aires
1876-06-01,29.592,Lagos
1876-06-01,19.796,Nairobi
1876-06-01,31.15,Bangkok
1876-06-01,20.358,Toronto
1876-07-01,23.901,Rome
1876-07-01,19.001,Paris
1876-07-01,18.547,London
1876-07-01,19.943,Berlin
1876-07-01,24.742,Madrid
1876-07-01,19.036,Moscow
1876-07-01,21.742,Istanbul
1876-07-01,30.848,Cairo
1876-07-01,29.171,Mumbai
1876-07-01,25.623,Beijing
1876-07-01,24.68,Tokyo
1876-07-01,24.315,New York
1876-07-01,22.984,Chicago
1876-07-01,,Los Angeles
1876-07-01,9.639,Sydney
1876-07-01,11.191,Buenos Aires
1876-07-01,28.329,Lagos
1876-07-01,21.194,Nairobi
1876-07-01,32.455,Bangkok
1876-07-01,,Toronto
1876-08-01,23.411,Rome
1876-08-01,17.452,Paris
1876-08-01,16.286,London
1876-08-01,16.201,Berlin
1876-08-01,23.055,Madrid
1876-08-01,15.822,Moscow
1876-08-01,22.688,Istanbul
1876-08-01,29.578,Cairo
1876-08-01,29.457,Mumbai
1876-08-01,22.561,Beijing
1876-08-01,23.709,Tokyo
1876-08-01,21.812,New York
1876-08-01,22.153,Chicago
1876-08-01,21.745,Los Angeles
1876-08-01,11.11,Sydney
1876-08-01,11.936,Buenos Aires
1876-08-01,29.196,Lagos
1876-08-01,20.553,Nairobi
1876-08-01,30.503,Bangkok
1876-08-01,20.062,Toronto
1876-09-01,21.652,Rome
1876-09-01,,Paris
1876-09-01,14.457,London
1876-09-01,14.928,Berlin
1876-09-01,19.029,Madrid
1876-09-01,12.825,Moscow
1876-09-01,18.845,Istanbul
1876-09-01,25.362,Cairo
1876-09-01,29.884,Mumbai
1876-09-01,17.84,Beijing
1876-09-01,20.167,Tokyo
1876-09-01,18.655,New York
1876-09-01,18.013,Chicago
1876-09-01,19.602,Los Angeles
1876-09-01,13.477,Sydney
1876-09-01,13.408,Buenos Aires
1876-09-01,27.262,Lagos
1876-09-01,20.498,Nairobi
1876-09-01,30.546,Bangkok
1876-09-01,15.642,Toronto
1876-10-01,14.332,Rome
1876-10-01,12.795,Paris
1876-10-01,11.059,London
1876-10-01,9.943,Berlin
1876-10-01,14.011,Madrid
1876-10-01,3.871,Moscow
1876-10-01,13.529,Istanbul
1876-10-01,20.641,Cairo
1876-10-01,28.773,Mumbai
1876-10-01,,Beijing
1876-10-01,15.049,Tokyo
1876-10-01,12.56,New York
1876-10-01,10.247,Chicago
1876-10-01,16.447,Los Angeles
1876-10-01,17.011,Sydney
1876-10-01,17.867,Buenos Aires
1876-10-01,25.042,Lagos
1876-10-01,18.114,Nairobi
1876-10-01,29.819,Bangkok
1876-10-01,8.398,Toronto
1876-11-01,12.029,Rome
1876-11-01,6.398,Paris
1876-11-01,7.15,London
1876-11-01,3.433,Berlin
1876-11-01,9.921,Madrid
1876-11-01,-4.042,Moscow
1876-11-01,9.189,Istanbul
1876-11-01,18.476,Cairo
1876-11-01,25.555,Mumbai
1876-11-01,5.157,Beijing
1876-11-01,,Tokyo
1876-11-01,6.841,New York
1876-11-01,3.539,Chicago
1876-11-01,15.907,Los Angeles
1876-11-01,20.307,Sydney
1876-11-01,20.223,Buenos Aires
1876-11-01,24.868,Lagos
1876-11-01,17.43,Nairobi
1876-11-01,26.059,Bangkok
1876-11-01,1.726,Toronto
1876-12-01,8.278,Rome
1876-12-01,5.337,Paris
1876-12-01,3.73,London
1876-12-01,0.608,Berlin
1876-12-01,5.828,Madrid
1876-12-01,-9.637,Moscow
1876-12-01,7.348,Istanbul
1876-12-01,15.306,Cairo
1876-12-01,,Mumbai
1876-12-01,-1.472,Beijing
1876-12-01,6.035,Tokyo
1876-12-01,1.526,New York
1876-12-01,-0.666,Chicago
1876-12-01,14.025,Los Angeles
1876-12-01,,Sydney
1876-12-01,24.083,Buenos Aires
1876-12-01,25.663,Lagos
1876-12-01,16.725,Nairobi
1876-12-01,26.86,Bangkok
1876-12-01,,Toronto
1877-01-01,6.411,Rome
1877-01-01,2.606,Paris
1877-01-01,3.199,London
1877-01-01,-0.26,Berlin
1877-01-01,5.239,Madrid
1877-01-01,-10.486,Moscow
1877-01-01,6.121,Istanbul
1877-01-01,15.651,Cairo
1877-01-01,24.541,Mumbai
1877-01-01,-1.692,Beijing
1877-01-01,5.757,Tokyo
1877-01-01,0.738,New York
1877-01-01,-3.225,Chicago
1877-01-01,11.759,Los Angeles
1877-01-01,25.276,Sydney
1877-01-01,25.092,Buenos Aires
1877-01-01,,Lagos
1877-01-01,16.674,Nairobi
1877-01-01,25.675,Bangkok
1877-01-01,-6.961,Toronto
1877-02-01,8.989,Rome
1877-02-01,4.059,Paris
1877-02-01,5.162,London
1877-02-01,1.1,Berlin
1877-02-01,7.662,Madrid
1877-02-01,-8.941,Moscow
1877-02-01,6.146,Istanbul
1877-02-01,17.494,Cairo
1877-02-01,24.745,Mumbai
1877-02-01,0.553,Beijing
1877-02-01,6.166,Tokyo
1877-02-01,1.691,New York
1877-02-01,0.086,Chicago
1877-02-01,,Los Angeles
1877-02-01,24.448,Sydney
1877-02-01,23.483,Buenos Aires
1877-02-01,24.921,Lagos
1877-02-01,16.123,Nairobi
1877-02-01,26.817,Bangkok
1877-02-01,-3.237,Toronto
1877-03-01,11.477,Rome
1877-03-01,7.468,Paris
1877-03-01,6.202,London
1877-03-01,4.442,Berlin
1877-03-01,10.102,Madrid
1877-03-01,-3.731,Moscow
1877-03-01,9.521,Istanbul
1877-03-01,19.677,Cairo
1877-03-01,24.57,Mumbai
1877-03-01,3.995,Beijing
1877-03-01,10.83,Tokyo
1877-03-01,6.227,New York
1877-03-01,3.034,Chicago
1877-03-01,16.707,Los Angeles
1877-03-01,21.976,Sydney
1877-03-01,20.648,Buenos Aires
1877-03-01,25.624,Lagos
1877-03-01,15.804,Nairobi
1877-03-01,27.175,Bangkok
1877-03-01,1.061,Toronto
1877-04-01,15.497,Rome
1877-04-01,12.191,Paris
1877-04-01,10.675,London
1877-04-01,9.596,Berlin
1877-04-01,15.065,Madrid
1877-04-01,4.774,Moscow
1877-04-01,13.789,Istanbul
1877-04-01,23.111,Cairo
1877-04-01,28.132,Mumbai
1877-04-01,11.957,Beijing
1877-04-01,15.863,Tokyo
1877-04-01,12.61,New York
1877-04-01,9.924,Chicago
1877-04-01,18.031,Los Angeles
1877-04-01,17.661,Sydney
1877-04-01,18.215,Buenos Aires
1877-04-01,26.415,Lagos
1877-04-01,,Nairobi
1877-04-01,26.999,Bangkok
1877-04-01,7.275,Toronto
1877-05-01,21.435,Rome
1877-05-01,15.606,Paris
1877-05-01,12.436,London
1877-05-01,13.633,Berlin
1877-05-01,19.16,Madrid
1877-05-01,10.679,Moscow
1877-05-01,18.347,Istanbul
1877-05-01,27.522,Cairo
1877-05-01,27.667,Mumbai
1877-05-01,18.561,Beijing
1877-05-01,,Tokyo
1877-05-01,17.767,New York
1877-05-01,17.646,Chicago
1877-05-01,19.179,Los Angeles
1877-05-01,14.198,Sydney
1877-05-01,14.798,Buenos Aires
1877-05-01,28.26,Lagos
1877-05-01,19.037,Nairobi
1877-05-01,29.074,Bangkok
1877-05-01,15.482,Toronto
1877-06-01,24.069,Rome
1877-06-01,,Paris
1877-06-01,17.084,London
1877-06-01,17.898,Berlin
1877-06-01,,Madrid
1877-06-01,18.46,Moscow
1877-06-01,20.344,Istanbul
1877-06-01,29.229,Cairo
1877-06-01,30.379,Mumbai
1877-06-01,23.92,Beijing
1877-06-01,26.077,Tokyo
1877-06-01,23.188,New York
1877-06-01,21.421,Chicago
1877-06-01,21.828,Los Angeles
1877-06-01,11.785,Sydney
1877-06-01,12.066,Buenos Aires
1877-06-01,28.661,Lagos
1877-06-01,19.767,Nairobi
1877-06-01,32.364,Bangkok
1877-06-01,20.289,Toronto
1877-07-01,25.429,Rome
1877-07-01,19.798,Paris
1877-07-01,17.813,London
1877-07-01,20.048,Berlin
1877-07-01,24.291,Madrid
1877-07-01,18.069,Moscow
1877-07-01,22.426,Istanbul
1877-07-01,29.012,Cairo
1877-07-01,30.904,Mumbai
1877-07-01,26.96,Beijing
1877-07-01,25.173,Tokyo
1877-07-01,24.108,New York
1877-07-01,25.1,Chicago
1877-07-01,22.162,Los Angeles
1877-07-01,10.027,Sydney
1877-07-01,10.926,Buenos Aires
1877-07-01,28.248,Lagos
1877-07-01,21.478,Nairobi
1877-07-01,32.196,Bangkok
1877-07-01,22.816,Toronto
1877-08-01,22.774,Rome
1877-08-01,17.524,Paris
1877-08-01,16.061,London
1877-08-01,,Berlin
1877-08-01,24.174,Madrid
1877-08-01,17.16,Moscow
1877-08-01,20.606,Istanbul
1877-08-01,27.095,Cairo
1877-08-01,30.227,Mumbai
1877-08-01,23.985,Beijing
1877-08-01,23.449,Tokyo
1877-08-01,24.024,New York
1877-08-01,22.352,Chicago
1877-08-01,22.88,Los Angeles
1877-08-01,10.796,Sydney
1877-08-01,10.128,Buenos Aires
1877-08-01,27.461,Lagos
1877-08-01,20.056,Nairobi
1877-08-01,30.726,Bangkok
1877-08-01,20.021,Toronto
1877-09-01,20.664,Rome
1877-09-01,16.05,Paris
1877-09-01,15.152,London
1877-09-01,13.393,Berlin
1877-09-01,18.977,Madrid
1877-09-01,10.953,Moscow
1877-09-01,17.948,Istanbul
1877-09-01,25.943,Cairo
1877-09-01,28.13,Mumbai
1877-09-01,19.585,Beijing
1877-09-01,20.3,Tokyo
1877-09-01,18.857,New York
1877-09-01,17.842,Chicago
1877-09-01,21.368,Los Angeles
1877-09-01,14.141,Sydney
1877-09-01,14.441,Buenos Aires
1877-09-01,27.919,Lagos
1877-09-01,20.057,Nairobi
1877-09-01,29.655,Bangkok
1877-09-01,16.537,Toronto
1877-10-01,15.572,Rome
1877-10-01,11.505,Paris
1877-10-01,10.76,London
1877-10-01,10.101,Berlin
1877-10-01,13.575,Madrid
1877-10-01,5.052,Moscow
1877-10-01,13.712,Istanbul
1877-10-01,23.121,Cairo
1877-10-01,25.916,Mumbai
1877-10-01,11.543,Beijing
1877-10-01,15.106,Tokyo
1877-10-01,12.942,New York
1877-10-01,9.271,Chicago
1877-10-01,17.721,Los Angeles
1877-10-01,17.154,Sydney
1877-10-01,17.925,Buenos Aires
1877-10-01,26.428,Lagos
1877-10-01,20.415,Nairobi
1877-10-01,28.289,Bangkok
1877-10-01,8.028,Toronto
1877-11-01,11.941,Rome
1877-11-01,6.159,Paris
1877-11-01,7.297,London
1877-11-01,4.136,Berlin
1877-11-01,10.895,Madrid
1877-11-01,-2.982,Moscow
1877-11-01,8.055,Istanbul
1877-11-01,19.129,Cairo
1877-11-01,25.377,Mumbai
1877-11-01,5.396,Beijing
1877-11-01,10.347,Tokyo
1877-11-01,6.656,New York
1877-11-01,4.661,Chicago
1877-11-01,15.266,Los Angeles
1877-11-01,21.165,Sydney
1877-11-01,21.338,Buenos Aires
1877-11-01,24.466,Lagos
1877-11-01,18.646,Nairobi
1877-11-01,27.734,Bangkok
1877-11-01,-0.34,Toronto
1877-12-01,6.766,Rome
1877-12-01,4.716,Paris
1877-12-01,2.819,London
1877-12-01,1.406,Berlin
1877-12-01,6.735,Madrid
1877-12-01,-8.631,Moscow
1877-12-01,6.655,Istanbul
1877-12-01,14.95,Cairo
1877-12-01,25.151,Mumbai
1877-12-01,0.347,Beijing
1877-12-01,5.768,Tokyo
1877-12-01,2.414,New York
1877-12-01,-2.979,Chicago
1877-12-01,13.161,Los Angeles
1877-12-01,24.664,Sydney
1877-12-01,23.46,Buenos Aires
1877-12-01,22.458,Lagos
1877-12-01,17.482,Nairobi
1877-12-01,27.691,Bangkok
1877-12-01,,Toronto
1878-01-01,7.196,Rome
1878-01-01,3.307,Paris
1878-01-01,3.817,London
1878-01-01,0.863,Berlin
1878-01-01,5.092,Madrid
1878-01-01,-10.592,Moscow
1878-01-01,4.259,Istanbul
1878-01-01,15.076,Cairo
1878-01-01,24.603,Mumbai
1878-01-01,-0.544,Beijing
1878-01-01,4.809,Tokyo
1878-01-01,0.032,New York
1878-01-01,-5.732,Chicago
1878-01-01,12.257,Los Angeles
1878-01-01,27.501,Sydney
1878-01-01,24.957,Buenos Aires
1878-01-01,24.173,Lagos
1878-01-01,16.762,Nairobi
1878-01-01,24.752,Bangkok
1878-01-01,-6.582,Toronto
1878-02-01,8.5,Rome
1878-02-01,3.788,Paris
1878-02-01,4.758,London
1878-02-01,1.101,Berlin
1878-02-01,5.8,Madrid
1878-02-01,-8.311,Moscow
1878-02-01,,Istanbul
1878-02-01,16.554,Cairo
1878-02-01,23.891,Mumbai
1878-02-01,1.366,Beijing
1878-02-01,5.415,Tokyo
1878-02-01,1.983,New York
1878-02-01,,Chicago
1878-02-01,12.406,Los Angeles
1878-02-01,23.827,Sydney
1878-02-01,21.931,Buenos Aires
1878-02-01,24.594,Lagos
1878-02-01,16.438,Nairobi
1878-02-01,25.21,Bangkok
1878-02-01,-4.403,Toronto
1878-03-01,10.763,Rome
1878-03-01,7.166,Paris
1878-03-01,6.894,London
1878-03-01,,Berlin
1878-03-01,10.324,Madrid
1878-03-01,-4.833,Moscow
1878-03-01,10.375,Istanbul
1878-03-01,18.038,Cairo
1878-03-01,24.327,Mumbai
1878-03-01,4.422,Beijing
1878-03-01,10.106,Tokyo
1878-03-01,7.334,New York
1878-03-01,4.924,Chicago
1878-03-01,14.894,Los Angeles
1878-03-01,22.169,Sydney
1878-03-01,20.966,Buenos Aires
1878-03-01,26.561,Lagos
1878-03-01,17.936,Nairobi
1878-03-01,26.673,Bangkok
1878-03-01,2.211,Toronto
1878-04-01,16.075,Rome
1878-04-01,11.386,Paris
1878-04-01,10.522,London
1878-04-01,10.597,Berlin
1878-04-01,16.29,Madrid
1878-04-01,3.785,Moscow
1878-04-01,13.149,Istanbul
1878-04-01,23.266,Cairo
1878-04-01,27.337,Mumbai
1878-04-01,12.479,Beijing
1878-04-01,15.289,Tokyo
1878-04-01,11.781,New York
1878-04-01,10.557,Chicago
1878-04-01,17.966,Los Angeles
1878-04-01,17.997,Sydney
1878-04-01,16.457,Buenos Aires
1878-04-01,27.308,Lagos
1878-04-01,19.987,Nairobi
1878-04-01,29.165,Bangkok
1878-04-01,7.871,Toronto
1878-05-01,21.092,Rome
1878-05-01,15.544,Paris
1878-05-01,13.242,London
1878-05-01,13.508,Berlin
1878-05-01,19.865,Madrid
1878-05-01,12.477,Moscow
1878-05-01,17.066,Istanbul
1878-05-01,26.336,Cairo
1878-05-01,27.194,Mumbai
1878-05-01,19.556,Beijing
1878-05-01,21.552,Tokyo
1878-05-01,19.361,New York
1878-05-01,17.879,Chicago
1878-05-01,20.406,Los Angeles
1878-05-01,14.443,Sydney
1878-05-01,14.035,Buenos Aires
1878-05-01,28.409,Lagos
1878-05-01,19.723,Nairobi
1878-05-01,27.875,Bangkok
1878-05-01,13.494,Toronto
1878-06-01,22.353,Rome
1878-06-01,17.628,Paris
1878-06-01,16.005,London
1878-06-01,18.403,Berlin
1878-06-01,23.09,Madrid
1878-06-01,16.14,Moscow
1878-06-01,20.424,Istanbul
1878-06-01,28.435,Cairo
1878-06-01,29.516,Mumbai
1878-06-01,24.55,Beijing
1878-06-01,25.906,Tokyo
1878-06-01,23.787,New York
1878-06-01,21.783,Chicago
1878-06-01,20.816,Los Angeles
1878-06-01,11.732,Sydney
1878-06-01,11.94,Buenos Aires
1878-06-01,,Lagos
1878-06-01,20.907,Nairobi
1878-06-01,30.389,Bangkok
1878-06-01,,Toronto
1878-07-01,24.939,Rome
1878-07-01,18.963,Paris
1878-07-01,18.443,London
1878-07-01,17.6,Berlin
1878-07-01,23.398,Madrid
1878-07-01,19.228,Moscow
1878-07-01,22.297,Istanbul
1878-07-01,28.564,Cairo
1878-07-01,29.149,Mumbai
1878-07-01,25.433,Beijing
1878-07-01,25.414,Tokyo
1878-07-01,24.854,New York
1878-07-01,23.623,Chicago
1878-07-01,21.883,Los Angeles
1878-07-01,10.435,Sydney
1878-07-01,10.155,Buenos Aires
1878-07-01,30.172,Lagos
1878-07-01,20.743,Nairobi
1878-07-01,31.352,Bangkok
1878-07-01,22.177,Toronto
1878-08-01,23.806,Rome
1878-08-01,18.01,Paris
1878-08-01,16.213,London
1878-08-01,17.028,Berlin
1878-08-01,23.209,Madrid
1878-08-01,16.316,Moscow
1878-08-01,22.34,Istanbul
1878-08-01,27.193,Cairo
1878-08-01,29.942,Mumbai
1878-08-01,24.189,Beijing
1878-08-01,25.122,Tokyo
1878-08-01,24.456,New York
1878-08-01,23.241,Chicago
1878-08-01,21.88,Los Angeles
1878-08-01,11.51,Sydney
1878-08-01,11.985,Buenos Aires
1878-08-01,29.632,Lagos
1878-08-01,21.336,Nairobi
1878-08-01,29.447,Bangkok
1878-08-01,20.651,Toronto
1878-09-01,21.064,Rome
1878-09-01,15.465,Paris
1878-09-01,14.083,London
1878-09-01,15.051,Berlin
1878-09-01,19.525,Madrid
1878-09-01,10.177,Moscow
1878-09-01,18.827,Istanbul
1878-09-01,25.395,Cairo
1878-09-01,27.157,Mumbai
1878-09-01,,Beijing
1878-09-01,19.794,Tokyo
1878-09-01,17.329,New York
1878-09-01,16.172,Chicago
1878-09-01,20.714,Los Angeles
1878-09-01,15.434,Sydney
1878-09-01,13.259,Buenos Aires
1878-09-01,25.539,Lagos
1878-09-01,19.509,Nairobi
1878-09-01,29.358,Bangkok
1878-09-01,16.186,Toronto
1878-10-01,15.508,Rome
1878-10-01,10.934,Paris
1878-10-01,,London
1878-10-01,9.486,Berlin
1878-10-01,15.3,Madrid
1878-10-01,4.222,Moscow
